,Id,Id2,Total; Estimate; Workers 16 years and over,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Drove alone","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 2-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 3-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 4-or-more person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Workers per car, truck, or van",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Public transportation (excluding taxicab),Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Walked,Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Bicycle,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Taxicab, motorcycle, or other means",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Worked at home,Total; Estimate; PLACE OF WORK - Worked in state of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence,Total; Estimate; PLACE OF WORK - Worked outside state of residence,Total; Estimate; Living in a place,Total; Estimate; Living in a place - Worked in place of residence,Total; Estimate; Living in a place - Worked outside place of residence,Total; Estimate; Not living in a place,Total; Estimate; Living in 12 selected states,Total; Estimate; Living in 12 selected states - Worked in minor civil division of residence,Total; Estimate; Living in 12 selected states - Worked outside minor civil division of residence,Total; Estimate; Not living in 12 selected states,Total; Estimate; Workers 16 years and over who did not work at home,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available,Total; Estimate; PERCENT IMPUTED - Means of transportation to work,Total; Estimate; PERCENT IMPUTED - Private vehicle occupancy,Total; Estimate; PERCENT IMPUTED - Place of work,Total; Estimate; PERCENT IMPUTED - Time leaving home to go to work,Total; Estimate; PERCENT IMPUTED - Travel time to work,Total; Estimate; PERCENT IMPUTED - Vehicles available,County,Jurisdiction
92,0600000US0603191220,603191220,26482,93.4,79.1,14.2,8.7,1.6,3.9,1.1,0.8,2.2,0.4,0.7,2.6,99.7,81.1,18.6,0.3,88.7,38.0,50.7,11.3,0.0,0.0,0.0,100.0,25804,6.4,7.9,4.5,10.3,8.6,15.2,12.7,6.0,3.3,25.1,18.8,24.0,13.6,13.3,5.8,8.9,4.8,7.1,3.7,20.2,26457,2.7,17.3,43.1,36.9,5.6,7.3,7.2,13.2,10.3,0.8,Kings,Hanford
93,0600000US0603191230,603191230,1601,81.3,71.1,10.1,8.5,0.4,1.2,1.07,0.0,5.6,0.6,0.2,12.3,100.0,63.1,36.9,0.0,3.1,0.2,2.8,96.9,0.0,0.0,0.0,100.0,1404,11.0,6.8,8.6,8.7,5.6,16.3,10.8,10.3,1.2,20.7,23.9,19.9,10.3,26.3,3.3,8.0,2.3,2.8,3.2,18.1,1593,0.0,9.6,35.8,54.6,1.7,1.9,3.6,7.9,3.7,3.7,Kings,Hanford Northeast
94,0600000US0603191590,603191590,16325,90.2,77.6,12.6,8.0,1.6,2.9,1.09,2.2,2.7,0.3,1.9,2.8,99.8,81.0,18.7,0.2,89.8,32.5,57.3,10.2,0.0,0.0,0.0,100.0,15870,5.4,6.9,10.5,11.1,11.5,16.7,7.1,6.1,2.5,22.1,15.5,19.6,23.6,13.7,2.9,6.9,8.5,4.6,4.6,22.0,14703,1.6,19.0,41.0,38.4,6.9,9.7,8.4,13.5,11.3,2.7,Kings,Lemoore
95,0600000US0603193250,603193250,1562,89.0,76.7,12.3,4.7,6.1,1.5,1.09,1.2,5.6,0.0,1.9,2.4,100.0,80.0,20.0,0.0,71.6,20.4,51.2,28.4,0.0,0.0,0.0,100.0,1525,9.1,14.2,9.5,20.6,5.2,14.5,6.8,3.4,3.5,13.2,30.4,13.5,7.7,8.5,8.5,10.6,6.2,6.7,8.0,23.7,1561,0.0,7.5,32.2,60.3,2.6,2.9,5.2,12.3,9.7,0.3,Kings,Stratford
96,0600000US0603390503,603390503,4690,79.5,72.0,7.5,6.3,0.9,0.3,1.05,1.1,5.5,0.0,1.4,12.4,100.0,86.9,13.1,0.0,98.0,53.1,44.9,2.0,0.0,0.0,0.0,100.0,4107,4.1,3.0,3.2,8.8,8.5,14.8,17.1,14.1,3.6,22.8,34.1,14.1,13.9,8.1,0.3,10.2,3.0,5.2,11.1,21.4,4660,2.1,27.3,47.4,23.2,12.8,13.0,13.3,19.4,17.0,3.8,Lake,Clearlake
97,0600000US0603390505,603390505,2437,85.7,78.3,7.4,6.0,1.4,0.0,1.05,1.0,1.1,0.0,0.6,11.6,99.4,87.7,11.7,0.6,62.6,6.1,56.5,37.4,0.0,0.0,0.0,100.0,2154,2.9,1.3,4.2,11.2,10.9,14.9,14.4,7.9,1.8,30.5,11.0,7.9,9.5,25.6,11.7,18.2,3.4,3.9,8.7,27.2,2431,2.2,12.3,53.8,31.8,5.1,7.1,5.4,11.0,6.6,0.0,Lake,Clearlake Riviera
98,0600000US0603390545,603390545,1325,69.9,63.9,6.0,4.8,1.2,0.0,1.05,0.0,0.0,0.0,0.5,29.6,99.2,74.5,24.7,0.8,40.1,14.1,26.0,59.9,0.0,0.0,0.0,100.0,933,12.1,3.2,9.2,9.6,11.9,9.2,5.5,11.7,4.2,23.4,10.7,11.3,2.5,23.0,2.6,10.5,1.1,11.8,26.6,41.4,1323,1.3,7.0,40.9,50.8,15.8,19.5,14.4,31.7,27.3,0.0,Lake,Cobb
99,0600000US0603391455,603391455,2690,92.3,77.5,14.9,13.0,1.9,0.0,1.09,0.0,3.5,0.0,0.4,3.8,100.0,84.7,15.3,0.0,52.7,13.4,39.3,47.3,0.0,0.0,0.0,100.0,2589,3.6,10.2,3.6,7.5,5.9,12.9,20.8,7.7,8.1,19.7,17.0,28.7,14.2,13.9,3.4,6.5,1.9,8.7,5.9,22.4,2690,1.2,14.6,31.3,52.9,11.5,12.2,12.6,14.8,13.9,0.0,Lake,Kelseyville
100,0600000US0603391540,603391540,3453,87.3,77.2,10.0,8.5,0.5,1.1,1.07,0.0,3.6,1.2,0.2,7.8,100.0,82.0,18.0,0.0,90.0,30.0,60.0,10.0,0.0,0.0,0.0,100.0,3184,5.4,4.5,7.6,5.5,9.2,14.5,17.7,8.9,5.0,21.7,27.4,21.9,11.4,9.1,0.0,7.8,7.8,7.4,7.2,25.4,3434,2.6,21.1,32.0,44.3,8.0,11.7,9.3,16.5,12.4,1.7,Lake,Lakeport
101,0600000US0603391775,603391775,1192,84.1,74.7,9.5,8.0,1.5,0.0,1.06,1.1,0.7,0.0,1.0,13.1,100.0,66.7,33.3,0.0,49.9,5.9,44.0,50.1,0.0,0.0,0.0,100.0,1036,10.1,10.8,7.9,9.8,3.0,19.0,12.0,10.2,1.0,16.1,6.9,16.2,11.9,13.3,1.4,16.7,4.6,3.9,25.2,36.8,1192,0.8,12.0,25.5,61.7,11.6,9.5,10.4,12.5,11.2,0.0,Lake,Lower Lake
102,0600000US0603391795,603391795,1728,79.1,64.6,14.5,8.8,5.7,0.0,1.12,1.6,5.6,0.0,2.5,11.3,100.0,76.0,24.0,0.0,86.6,16.5,70.1,13.4,0.0,0.0,0.0,100.0,1533,8.9,3.1,5.2,4.6,8.3,6.7,13.2,12.8,7.8,29.5,23.0,10.2,18.4,11.0,5.5,5.9,6.9,6.6,12.6,27.6,1723,0.0,27.6,52.1,20.3,22.4,21.4,22.3,26.4,24.0,5.2,Lake,Lucerne-Clearlake Oaks
103,0600000US0603391975,603391975,2725,87.0,82.2,4.8,4.4,0.4,0.0,1.03,0.8,0.4,0.0,0.4,11.4,99.7,51.9,47.7,0.3,81.3,12.6,68.7,18.7,0.0,0.0,0.0,100.0,2415,4.7,6.7,12.9,10.6,9.5,16.8,14.7,9.0,0.7,14.3,8.5,15.7,7.6,9.9,4.4,5.9,6.9,8.9,32.2,38.4,2725,3.8,20.2,37.1,38.9,8.0,6.0,9.1,11.1,9.2,3.0,Lake,Middletown
104,0600000US0603393505,603393505,1528,83.5,63.5,20.0,14.7,3.8,1.5,1.15,1.3,3.3,0.3,0.4,11.2,100.0,76.6,23.4,0.0,62.8,11.1,51.8,37.2,0.0,0.0,0.0,100.0,1357,6.1,1.8,2.9,3.1,13.8,8.2,21.7,11.9,4.2,26.2,12.5,18.5,13.5,14.2,9.9,4.5,15.7,4.2,7.1,24.5,1514,0.9,29.3,34.5,35.2,11.4,13.0,11.8,14.7,14.1,0.0,Lake,Upper Lake-Nice
105,0600000US0603590240,603590240,360,83.9,79.4,4.4,2.2,2.2,0.0,1.02,0.0,1.9,0.0,0.0,14.2,100.0,42.5,57.5,0.0,25.8,0.0,25.8,74.2,0.0,0.0,0.0,100.0,309,6.5,1.6,0.0,9.1,17.5,26.9,9.1,14.2,2.9,12.3,24.3,10.7,16.5,11.0,2.6,2.9,1.0,14.2,16.8,29.7,360,1.7,17.2,20.6,60.6,6.7,7.9,10.0,7.8,10.4,0.0,Lassen,Big Valley
106,0600000US0603591320,603591320,810,95.4,60.0,35.4,23.8,4.3,7.3,1.28,0.0,1.0,0.0,0.0,3.6,92.3,87.5,4.8,7.7,64.0,5.3,58.6,36.0,0.0,0.0,0.0,100.0,781,0.1,6.0,16.1,23.6,13.2,5.2,11.9,4.1,0.0,19.7,18.7,17.0,14.5,11.3,4.4,20.4,6.0,5.5,2.3,20.3,795,3.5,31.2,35.1,30.2,5.3,5.6,7.2,6.5,5.6,0.6,Lassen,Honey Lake
107,0600000US0603591820,603591820,34,44.1,44.1,0.0,0.0,0.0,0.0,,0.0,17.6,0.0,35.3,2.9,100.0,38.2,61.8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,33,0.0,0.0,9.1,9.1,18.2,18.2,9.1,36.4,0.0,0.0,60.6,0.0,9.1,9.1,0.0,0.0,0.0,12.1,9.1,,33,0.0,33.3,9.1,57.6,0.0,0.0,0.0,0.0,0.0,0.0,Lassen,Madeline Plains
108,0600000US0603593280,603593280,7434,87.4,77.2,10.1,6.0,1.1,3.0,1.08,1.6,5.4,0.9,0.6,4.1,99.3,96.0,3.3,0.7,66.2,37.8,28.4,33.8,0.0,0.0,0.0,100.0,7129,3.4,11.6,10.7,6.6,7.4,11.4,14.9,6.2,3.3,24.6,25.6,16.4,21.9,17.8,3.8,4.9,1.7,4.3,3.8,17.6,7378,3.9,19.4,38.4,38.2,4.4,4.9,6.6,12.5,8.1,1.5,Lassen,Susanville
109,0600000US0603593710,603593710,785,79.1,71.8,7.3,4.1,2.5,0.6,1.05,0.0,9.9,1.9,3.3,5.7,94.5,81.3,13.2,5.5,86.8,35.0,51.7,13.2,0.0,0.0,0.0,100.0,740,3.5,5.7,3.8,7.7,6.2,12.2,29.9,6.9,3.5,20.7,27.6,6.4,14.5,8.5,0.9,19.5,4.3,7.0,11.4,31.8,785,0.0,21.7,39.6,38.7,8.0,10.3,8.0,15.1,11.6,4.3,Lassen,Westwood
110,0600000US0603790015,603790015,29946,81.8,75.6,6.2,5.2,0.7,0.3,1.04,0.6,3.7,0.4,1.2,12.3,99.3,82.2,17.0,0.7,88.5,22.2,66.3,11.5,0.0,0.0,0.0,100.0,26276,1.3,1.9,2.4,7.5,10.9,12.0,12.3,17.6,9.2,24.7,13.8,11.4,14.0,9.6,4.5,11.7,9.0,11.0,14.9,29.8,29034,1.1,14.3,43.0,41.6,6.0,8.1,8.6,15.9,10.2,0.7,Los Angeles,Agoura Hills-Malibu
111,0600000US0603790560,603790560,129481,88.8,73.9,14.9,11.5,2.1,1.4,1.1,4.8,2.0,0.3,1.3,2.8,99.7,93.4,6.3,0.3,98.4,11.4,87.0,1.6,0.0,0.0,0.0,100.0,125857,8.4,6.0,5.8,10.9,8.8,14.1,8.8,8.9,3.4,24.8,7.3,11.0,15.5,17.0,6.5,19.3,6.6,6.9,10.0,27.5,129127,2.4,17.4,35.7,44.5,8.3,10.5,13.3,15.4,14.5,0.7,Los Angeles,Compton
112,0600000US0603790730,603790730,178339,90.7,79.4,11.3,8.9,1.4,1.1,1.07,3.7,1.8,0.4,0.9,2.5,99.7,84.1,15.6,0.3,99.9,14.7,85.2,0.1,0.0,0.0,0.0,100.0,173934,6.5,5.1,5.0,10.1,9.1,15.2,9.4,10.7,3.8,25.1,8.0,11.6,13.5,16.0,6.1,18.3,7.8,9.4,9.2,28.2,178190,2.1,17.5,37.0,43.3,6.7,8.0,10.1,13.0,10.5,0.9,Los Angeles,Downey-Norwalk
113,0600000US0603790810,603790810,405549,88.5,76.2,12.3,9.1,1.9,1.4,1.08,3.5,2.2,0.6,1.1,4.1,99.7,81.7,18.1,0.3,98.4,14.8,83.6,1.6,0.0,0.0,0.0,100.0,388819,6.4,5.4,5.4,9.9,8.3,13.8,9.5,10.4,4.7,26.3,8.4,11.3,11.9,12.9,4.9,15.2,7.9,11.7,15.8,31.6,400242,2.0,12.8,34.6,50.6,5.9,7.0,9.8,12.0,10.6,0.6,Los Angeles,East San Gabriel Valley
114,0600000US0603791400,603791400,158294,85.9,75.1,10.8,8.6,1.4,0.8,1.07,7.1,2.0,0.7,1.4,3.0,99.7,96.9,2.8,0.3,99.2,11.6,87.6,0.8,0.0,0.0,0.0,100.0,153565,6.7,5.0,4.9,9.2,8.6,14.0,9.3,10.1,4.3,27.8,8.0,12.3,16.7,16.2,5.1,17.2,6.9,7.9,9.6,27.4,157784,3.8,29.6,36.9,29.6,7.2,9.1,12.2,20.7,14.4,1.2,Los Angeles,Inglewood
115,0600000US0603791730,603791730,257140,84.2,73.7,10.5,8.0,1.6,0.9,1.07,6.7,2.5,1.0,1.1,4.4,99.6,80.9,18.7,0.4,99.7,30.1,69.6,0.3,0.0,0.0,0.0,100.0,245705,5.4,4.1,4.8,9.7,9.4,14.6,9.7,10.5,5.1,26.7,8.0,12.0,15.0,15.1,5.6,17.2,7.6,8.8,10.7,28.5,255922,4.4,25.5,39.1,31.0,6.7,7.8,9.1,12.6,10.3,0.8,Los Angeles,Long Beach-Lakewood
116,0600000US0603791750,603791750,1153822,73.3,64.1,9.1,7.3,1.2,0.7,1.07,13.3,4.6,1.3,1.4,6.2,99.5,97.2,2.3,0.5,99.9,61.7,38.2,0.1,0.0,0.0,0.0,100.0,1082742,3.8,3.1,3.1,7.8,6.5,14.2,9.3,14.0,7.5,30.7,7.1,10.7,14.0,15.2,5.5,20.6,7.6,9.5,9.9,28.7,1139994,9.2,32.7,36.5,21.6,6.8,7.9,8.9,14.3,13.1,1.0,Los Angeles,Los Angeles
117,0600000US0603792110,603792110,116887,88.9,76.6,12.4,9.0,1.8,1.6,1.08,3.0,1.3,0.4,0.7,5.6,99.6,95.8,3.9,0.4,82.9,26.6,56.3,17.1,0.0,0.0,0.0,100.0,110285,4.9,5.4,6.8,11.2,10.3,12.9,9.6,10.2,5.5,23.3,9.0,12.8,13.1,9.3,4.0,11.4,8.9,13.4,18.2,33.1,116338,1.5,13.9,43.9,40.7,4.5,5.5,6.8,12.9,8.1,0.5,Los Angeles,Newhall
118,0600000US0603792140,603792140,66607,94.0,81.7,12.3,8.8,1.5,1.9,1.08,1.5,1.0,0.2,0.8,2.6,99.6,90.4,9.2,0.4,95.3,39.8,55.5,4.7,0.0,0.0,0.0,100.0,64856,10.5,6.3,5.5,12.0,7.7,13.4,7.2,9.9,3.2,24.3,11.2,16.5,19.4,9.9,3.4,7.3,4.2,8.2,19.9,32.2,66279,1.9,20.2,39.8,38.1,4.5,5.6,6.8,9.2,6.7,0.6,Los Angeles,North Antelope Valley
119,0600000US0603792360,603792360,40231,83.9,76.1,7.8,7.0,0.2,0.7,1.05,1.9,3.4,1.0,1.8,8.0,99.2,94.8,4.4,0.8,97.1,17.6,79.5,2.9,0.0,0.0,0.0,100.0,37016,2.7,4.1,2.9,6.7,9.2,14.3,14.0,15.1,8.0,22.9,9.6,10.8,12.4,15.7,4.1,15.5,9.7,9.7,12.5,29.8,40043,4.2,13.1,43.3,39.4,4.6,5.9,7.1,11.5,7.6,0.6,Los Angeles,Palos Verdes
120,0600000US0603792400,603792400,129801,83.7,75.2,8.5,6.7,1.0,0.8,1.06,4.8,3.2,1.3,1.1,5.9,99.4,96.3,3.1,0.6,99.6,25.0,74.6,0.4,0.0,0.0,0.0,100.0,122156,2.1,2.2,3.3,6.7,8.3,14.2,12.7,17.3,7.0,26.1,10.6,14.1,15.5,13.3,5.2,14.5,7.7,9.7,9.4,26.8,128986,2.8,21.6,45.0,30.6,5.4,6.4,6.9,11.1,8.3,0.7,Los Angeles,Pasadena
121,0600000US0603792785,603792785,825078,84.6,73.6,11.0,8.6,1.5,0.9,1.08,5.6,2.3,0.7,1.4,5.3,99.4,95.4,4.0,0.6,99.6,60.5,39.1,0.4,0.0,0.0,0.0,100.0,781083,3.4,3.6,4.2,9.0,8.6,14.4,10.6,12.7,6.4,27.1,8.7,11.8,14.1,13.6,5.7,17.5,7.8,8.8,12.0,29.1,822997,3.2,22.2,40.7,33.9,6.4,7.8,10.8,15.1,12.8,1.0,Los Angeles,San Fernando Valley
122,0600000US0603792920,603792920,49017,76.0,71.8,4.1,3.3,0.7,0.1,1.03,3.8,5.6,3.5,1.6,9.5,99.3,97.0,2.2,0.7,100.0,33.7,66.3,0.0,0.0,0.0,0.0,100.0,44340,0.8,1.2,1.4,3.9,5.3,12.9,11.4,17.0,12.6,33.7,11.1,13.4,13.2,14.6,7.3,15.5,9.3,9.5,6.2,26.2,48919,3.0,38.2,44.8,14.0,5.4,6.2,6.5,13.8,10.1,0.8,Los Angeles,Santa Monica
123,0600000US0603793090,603793090,77766,90.7,75.8,15.0,10.4,1.9,2.7,1.1,2.4,0.8,0.1,0.6,5.3,99.4,94.1,5.4,0.6,92.8,27.7,65.1,7.2,0.0,0.0,0.0,100.0,73622,13.4,8.6,6.7,9.0,8.6,11.4,7.7,7.9,3.8,22.9,6.7,12.7,12.1,11.0,3.5,7.2,3.6,12.0,31.3,40.1,77669,1.3,15.1,36.5,47.1,5.4,6.3,7.3,10.9,8.1,1.0,Los Angeles,South Antelope Valley
124,0600000US0603793100,603793100,74132,86.2,80.9,5.3,4.5,0.5,0.3,1.03,1.3,2.1,0.7,1.7,7.9,98.9,94.3,4.6,1.1,100.0,22.2,77.8,0.0,0.0,0.0,0.0,100.0,68244,2.9,2.3,4.0,7.2,7.3,14.2,14.4,16.2,9.5,22.0,11.4,13.4,15.6,13.6,4.8,11.7,8.1,10.9,10.6,27.6,74102,1.5,21.5,52.0,25.0,5.1,6.3,6.8,11.9,8.0,0.7,Los Angeles,South Bay Cities
125,0600000US0603793155,603793155,194749,81.9,67.8,14.1,11.1,2.1,0.9,1.1,10.2,3.5,0.9,1.0,2.5,99.9,94.7,5.2,0.1,100.0,9.9,90.1,0.0,0.0,0.0,0.0,100.0,189824,9.0,6.8,5.1,11.0,9.1,15.2,7.7,9.4,3.2,23.3,5.9,9.8,13.0,16.1,7.0,21.0,8.7,8.2,10.3,29.3,194560,5.9,24.7,34.4,35.0,7.5,10.2,11.2,20.7,18.6,0.8,Los Angeles,South Gate-East Los Angeles
126,0600000US0603793200,603793200,142004,88.4,77.4,11.0,8.0,1.6,1.4,1.07,4.1,1.8,0.6,0.7,4.4,99.8,94.4,5.4,0.2,98.0,14.5,83.6,2.0,0.0,0.0,0.0,100.0,135790,3.6,2.7,3.4,7.4,7.4,14.8,10.6,14.6,6.6,28.8,5.8,11.0,12.8,14.3,5.2,21.8,6.9,11.2,11.0,29.6,141891,3.5,19.5,37.2,39.9,7.0,8.5,9.9,13.4,12.1,0.9,Los Angeles,Southwest San Gabriel Valley
127,0600000US0603793380,603793380,69240,89.4,81.2,8.1,6.5,1.3,0.3,1.05,2.5,1.8,0.5,1.5,4.5,99.6,94.9,4.7,0.4,100.0,30.3,69.7,0.0,0.0,0.0,0.0,100.0,66154,3.7,3.0,4.7,6.7,8.7,12.8,12.4,14.3,9.2,24.6,10.1,14.2,16.0,16.7,5.0,14.9,6.5,8.3,8.3,25.8,69161,2.2,17.5,45.6,34.8,4.3,5.5,5.9,8.4,6.4,0.7,Los Angeles,Torrance
128,0600000US0603793510,603793510,141681,87.5,76.1,11.4,8.2,1.9,1.3,1.08,4.4,2.2,0.5,0.7,4.7,99.6,93.5,6.1,0.4,98.8,15.8,83.0,1.2,0.0,0.0,0.0,100.0,135025,4.5,3.9,3.9,8.5,6.8,14.6,11.4,13.8,6.4,26.1,7.9,10.9,12.8,14.2,5.4,17.7,7.7,11.2,12.2,29.7,141494,2.7,17.6,38.7,40.9,5.3,6.4,8.9,10.4,10.5,0.6,Los Angeles,Upper San Gabriel Valley
129,0600000US0603793730,603793730,138994,90.4,81.2,9.2,7.1,1.1,1.0,1.06,2.9,1.8,0.5,1.4,3.0,99.8,79.6,20.2,0.2,99.0,13.5,85.5,1.0,0.0,0.0,0.0,100.0,134787,7.0,5.4,5.6,9.6,8.9,15.2,10.3,10.3,3.9,23.7,8.5,11.6,11.7,14.2,6.0,17.7,8.2,12.0,9.9,29.3,137435,1.6,13.6,35.8,49.0,5.7,6.7,9.2,11.2,8.5,0.8,Los Angeles,Whittier
130,0600000US0603990480,603990480,5066,84.5,76.4,8.2,6.6,0.6,1.1,1.06,0.4,2.6,2.0,0.4,10.1,100.0,69.3,30.7,0.0,77.7,29.2,48.5,22.3,0.0,0.0,0.0,100.0,4555,7.7,3.7,9.7,8.8,6.7,24.9,8.0,8.7,2.4,19.6,20.2,17.3,10.2,18.3,4.9,10.5,5.0,5.2,8.3,24.4,5052,4.3,16.4,36.2,43.1,4.4,6.2,7.2,20.0,10.8,0.8,Madera,Chowchilla
131,0600000US0603991830,603991830,26326,91.3,76.3,15.0,7.8,2.2,5.0,1.11,0.3,2.1,0.4,1.6,4.3,99.7,68.5,31.2,0.3,90.9,33.4,57.5,9.1,0.0,0.0,0.0,100.0,25194,6.7,8.0,6.5,12.6,9.3,14.0,16.6,8.6,1.8,16.0,13.3,20.4,15.5,13.3,2.9,17.0,5.5,6.0,6.1,23.7,26235,2.3,17.4,37.6,42.7,7.2,9.9,11.4,23.4,13.3,0.7,Madera,Madera
132,0600000US0603991840,603991840,1797,83.8,73.9,9.8,5.2,1.8,2.8,1.08,0.0,2.4,0.0,0.0,13.8,100.0,52.6,47.4,0.0,41.5,2.2,39.2,58.5,0.0,0.0,0.0,100.0,1549,10.2,7.4,2.5,14.0,7.9,15.2,10.9,7.1,3.9,20.9,5.5,17.2,18.1,18.5,9.7,11.6,5.7,5.3,8.4,25.7,1754,0.0,4.3,41.3,54.4,3.6,5.1,7.8,13.0,7.4,0.4,Madera,Madera Southeast
133,0600000US0603991850,603991850,322,73.3,52.5,20.8,12.1,1.9,6.8,1.21,0.0,2.8,0.0,3.7,20.2,100.0,69.9,30.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,257,13.6,8.2,9.7,26.8,1.9,10.1,7.8,4.3,1.6,16.0,37.7,17.1,7.4,4.7,0.0,5.8,3.9,13.6,9.7,20.7,314,0.0,7.6,48.4,43.9,7.8,5.5,8.4,5.1,7.8,0.0,Madera,Madera West
134,0600000US0603992220,603992220,4152,91.4,82.8,8.6,7.5,0.7,0.4,1.05,0.0,1.0,0.0,2.0,5.6,99.8,77.2,22.6,0.2,46.3,10.5,35.9,53.7,0.0,0.0,0.0,100.0,3919,5.9,5.1,4.9,7.8,9.5,12.2,15.5,13.4,3.7,22.0,24.3,20.6,14.4,2.9,1.7,9.3,5.4,7.8,13.7,27.3,4149,2.8,12.9,36.1,48.2,5.8,6.8,8.0,12.6,11.6,0.0,Madera,Oakhurst-North Fork
135,0600000US0603993802,603993802,4022,88.6,74.2,14.4,12.0,0.6,1.9,1.1,0.0,0.6,0.0,1.6,9.2,99.8,61.0,38.8,0.2,47.9,9.6,38.3,52.1,0.0,0.0,0.0,100.0,3652,7.1,4.2,7.2,11.1,10.3,11.6,12.8,7.6,4.0,24.1,6.2,8.5,11.9,7.2,3.1,16.2,15.6,14.5,16.7,37.4,4022,2.3,8.7,40.9,48.2,5.7,5.6,7.9,18.9,15.8,1.6,Madera,Yosemite Lakes
136,0600000US0604190256,604190256,1362,57.4,51.8,5.6,5.1,0.0,0.5,1.06,7.4,2.4,4.8,0.0,28.0,100.0,79.3,20.7,0.0,83.8,37.6,46.3,16.2,0.0,0.0,0.0,100.0,981,1.0,0.0,1.8,2.7,8.2,22.5,8.7,18.1,2.1,34.9,20.6,9.7,4.6,5.5,1.7,8.7,16.0,16.8,16.4,32.2,1244,0.4,17.0,49.5,33.0,10.4,11.6,13.7,26.8,15.3,0.0,Marin,Bolinas
137,0600000US0604192200,604192200,4822,69.0,62.2,6.8,5.6,1.0,0.2,1.06,2.7,7.8,1.5,1.8,17.3,99.4,74.9,24.5,0.6,74.9,21.4,53.5,25.1,0.0,0.0,0.0,100.0,3989,3.0,2.5,2.7,10.5,6.8,14.1,8.1,13.6,8.9,29.9,17.2,6.4,7.2,8.8,7.2,15.5,5.6,12.7,19.5,33.7,4789,0.8,17.4,45.9,35.9,11.3,14.1,11.9,16.8,15.2,2.3,Marin,Northwest Marin
