,Unnamed: 0,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,TotalHH,HH_wchildren,HH_couple,Couple_wchildren,HH_malehead,HH_malehead_wchildren,HH_femalehead,HH_femalehead_wchildren,Nonfamily_HH,HH_livingalone,HH_seniorover65,Percent_single_parent,Total_housing_units,Occupied_units,Vacant_units,For_rent_units,Rented_not_occupied_units,For_sale_units,Sold_not_occupied_units,Seasonal_units,All_other_vacans,VancancyRate,HomeownerVacancyRate,RentalVacancyRate
27,27,Los Angeles,Bell Gardens,38,4.3,5.2,26.5,27.4,39,4.3,4.2,26.5,22.6,39,4.3,4.0,26.5,22.9,39,4.3,3.9,26.5,20.7,40,4.3,3.7,26.5,19.5,40,4.3,3.5,26.5,19.9,40,4.3,3.1,26.5,18.4,42072.0,21003.0,21069.0,27.3,26.8,27.8,4.31361988607,4.4,3901.0,14308.0,25358.0,5121.0,3394.0,2201.0,0.500784369652,0.340083666096,42072.0,40762.0,20824.0,377.0,476.0,261.0,13.0,29.0,72.0,12.0,37.0,40.0,58.0,37.0,5.0,7.0,25.0,0.0,18787.0,41648.0,9655.0,5298.0,17053.0,11315.0,6835.0,2686.0,2807.0,1066.0,8572.0,5384.0,5298.0,3485.0,1128.0,614.0,2146.0,1285.0,1083.0,750.0,262.0,0.35271173848399995,9986.0,9655.0,331.0,193.0,12.0,49.0,5.0,20.0,52.0,0.033146404967,0.021,0.026000000000000002
28,28,Los Angeles,Bellflower,35,4.0,3.2,21.5,17.1,36,4.0,2.8,21.5,14.9,36,4.0,2.4,21.5,13.7,36,4.0,2.7,21.5,16.6,36,4.0,2.7,21.5,14.9,36,4.0,2.5,21.5,13.2,38,4.0,2.6,21.5,11.5,76616.0,37203.0,39413.0,31.9,30.8,33.1,3.2081941567000003,3.67,5841.0,21749.0,51035.0,13864.0,9821.0,6617.0,0.514422574919,0.283870209878,76616.0,73040.0,32337.0,10760.0,731.0,8865.0,416.0,483.0,4563.0,195.0,826.0,453.0,1929.0,615.0,38.0,45.0,400.0,132.0,19732.0,75877.0,23651.0,10992.0,27230.0,18123.0,9286.0,3184.0,4718.0,1836.0,17769.0,9564.0,10992.0,6009.0,1965.0,953.0,4812.0,2602.0,5882.0,4618.0,1540.0,0.371706398996,24897.0,23651.0,1246.0,762.0,31.0,163.0,30.0,55.0,205.0,0.0500461903041,0.017,0.051
29,29,San Mateo,Belmont,40,5.3,4.0,20.2,15.6,40,5.3,3.8,20.2,15.1,40,5.3,3.4,20.2,14.1,40,5.3,3.3,20.2,15.8,40,5.3,2.7,20.2,11.2,40,5.3,2.5,20.2,10.4,40,5.3,2.7,20.2,11.4,25835.0,12612.0,13223.0,40.9,40.1,41.7,2.39442080378,2.95,1702.0,5395.0,19687.0,7017.0,5315.0,3843.0,0.511825043546,0.20882523708099998,25835.0,24263.0,17455.0,423.0,72.0,5151.0,979.0,2231.0,782.0,461.0,204.0,107.0,387.0,198.0,30.0,19.0,13.0,136.0,964.0,25321.0,10575.0,5630.0,6705.0,5127.0,1043.0,218.0,1368.0,606.0,6851.0,3104.0,5630.0,2548.0,391.0,169.0,830.0,387.0,3724.0,2904.0,997.0,0.17912371134,11028.0,10575.0,453.0,236.0,19.0,44.0,11.0,44.0,99.0,0.041077257889,0.006999999999999999,0.052000000000000005
30,30,Solano,Benicia,41,10.5,8.1,23.3,17.1,41,10.5,7.5,23.3,15.5,43,10.5,8.2,23.3,17.9,43,10.5,8.8,23.3,21.3,43,10.5,7.6,23.3,17.4,44,10.5,7.8,23.3,17.7,44,10.5,9.8,23.3,22.3,26997.0,12987.0,14010.0,42.9,41.8,43.9,2.5239565787,3.02,1286.0,6317.0,19751.0,7792.0,5421.0,3367.0,0.518946549617,0.233988961736,26997.0,25199.0,19568.0,1510.0,135.0,2989.0,242.0,498.0,1666.0,152.0,142.0,82.0,207.0,102.0,19.0,41.0,13.0,29.0,895.0,26971.0,10686.0,5668.0,8132.0,5790.0,1178.0,421.0,1307.0,686.0,7419.0,3341.0,5668.0,2303.0,480.0,283.0,1271.0,755.0,3267.0,2628.0,893.0,0.310685423526,11306.0,10686.0,620.0,207.0,22.0,151.0,27.0,64.0,149.0,0.0548381390412,0.02,0.061
31,31,Alameda,Berkeley,42,6.5,5.1,11.2,8.4,42,6.5,4.5,11.2,7.5,42,6.5,3.7,11.2,6.2,42,6.5,3.2,11.2,6.9,42,6.5,3.3,11.2,6.2,43,6.5,3.5,11.2,6.6,43,6.5,2.9,11.2,5.2,112580.0,55031.0,57549.0,31,30.2,32.0,2.16669925482,2.81,4136.0,13872.0,83502.0,25929.0,19516.0,13176.0,0.511183158643,0.12321904423499999,112580.0,105586.0,66996.0,11241.0,479.0,21690.0,2712.0,9641.0,1640.0,1752.0,2392.0,1110.0,2443.0,186.0,30.0,30.0,43.0,83.0,4994.0,99731.0,46029.0,13569.0,16722.0,12535.0,3792.0,991.0,19619.0,3892.0,18792.0,7785.0,13569.0,5433.0,1368.0,544.0,3855.0,1808.0,27237.0,16904.0,4578.0,0.30211946050099997,49454.0,46029.0,3425.0,1273.0,130.0,194.0,112.0,387.0,1329.0,0.0692562785619,0.01,0.045
32,32,San Bernardino,Big Bear Lake,35,26.2,14.0,30.7,15.0,35,26.2,13.5,30.7,14.2,35,26.2,13.0,30.7,15.6,35,26.2,15.2,30.7,18.2,35,26.2,13.9,30.7,17.1,35,26.2,15.2,30.7,19.5,35,26.2,15.2,30.7,20.5,5019.0,2567.0,2452.0,46.1,44.1,48.0,2.28303612254,2.83,249.0,993.0,3829.0,1790.0,1408.0,1025.0,0.488543534569,0.197848176928,5019.0,4853.0,4204.0,22.0,48.0,78.0,19.0,13.0,7.0,11.0,15.0,0.0,13.0,10.0,3.0,6.0,0.0,1.0,491.0,4993.0,2187.0,1007.0,1164.0,904.0,245.0,69.0,390.0,183.0,1321.0,515.0,1007.0,329.0,119.0,70.0,195.0,116.0,866.0,675.0,298.0,0.361165048544,9705.0,2187.0,7518.0,781.0,32.0,212.0,31.0,6220.0,242.0,0.774652241113,0.14,0.452
33,33,Humboldt,Blue Lake,34,19.1,5.0,421.3,101.3,34,19.1,4.0,421.3,73.8,34,19.1,3.6,421.3,74.5,34,19.1,3.2,421.3,96.9,37,19.1,2.5,421.3,48.3,39,19.1,3.4,421.3,53.8,39,19.1,2.6,421.3,16.7,1253.0,613.0,640.0,38.3,37.0,40.3,2.31180811808,2.79,70.0,248.0,965.0,336.0,224.0,127.0,0.510774142059,0.197924980048,1253.0,1195.0,1094.0,5.0,55.0,13.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,24.0,1253.0,542.0,215.0,285.0,214.0,55.0,25.0,156.0,57.0,310.0,133.0,215.0,77.0,32.0,19.0,63.0,37.0,232.0,161.0,45.0,0.42105263157899997,572.0,542.0,30.0,7.0,1.0,3.0,3.0,7.0,9.0,0.0524475524476,0.01,0.027999999999999997
34,34,Riverside,Blythe,37,4.3,3.3,29.4,20.5,37,4.3,2.3,29.4,13.4,37,4.3,2.1,29.4,12.8,37,4.3,2.9,29.4,20.5,37,4.3,2.6,29.4,16.9,37,4.3,3.4,29.4,21.8,37,4.3,2.8,29.4,15.2,20817.0,14273.0,6544.0,38,39.3,32.5,2.87436295147,3.41,1109.0,4157.0,15990.0,3710.0,2635.0,1794.0,0.31435845703000004,0.199692558966,20817.0,20161.0,12396.0,3126.0,243.0,319.0,41.0,21.0,150.0,13.0,16.0,28.0,50.0,32.0,16.0,3.0,9.0,4.0,4045.0,12972.0,4513.0,1995.0,4614.0,3522.0,1093.0,544.0,757.0,420.0,3194.0,1700.0,1995.0,951.0,344.0,201.0,855.0,548.0,1319.0,1071.0,367.0,0.440588235294,5473.0,4513.0,960.0,248.0,3.0,100.0,14.0,448.0,147.0,0.175406541202,0.04,0.10300000000000001
35,35,Los Angeles,Bradbury,22,21.8,21.9,167.3,155.7,23,25.7,22.1,176.9,152.4,23,25.7,23.0,176.9,165.8,24,25.7,13.5,176.9,108.9,0,,,,,0,,,,,0,,,,,1048.0,508.0,540.0,49.1,48.6,49.4,2.9604519774,3.27,36.0,173.0,837.0,392.0,300.0,209.0,0.5152671755730001,0.165076335878,1048.0,1013.0,652.0,22.0,4.0,276.0,48.0,136.0,29.0,11.0,24.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,59.0,1048.0,354.0,231.0,277.0,152.0,111.0,15.0,75.0,20.0,273.0,82.0,231.0,74.0,15.0,5.0,27.0,3.0,81.0,61.0,24.0,0.0975609756098,400.0,354.0,46.0,4.0,0.0,3.0,2.0,10.0,27.0,0.115,0.01,0.078
36,36,Orange,Brea,41,11.5,10.1,10.1,8.1,41,11.5,9.1,10.1,7.7,43,11.5,8.8,10.1,7.9,43,11.5,8.8,10.1,8.2,43,11.5,9.2,10.1,8.3,43,11.5,8.8,10.1,8.1,43,11.5,10.3,10.1,9.3,39282.0,19155.0,20127.0,38.7,37.3,40.0,2.74870321043,3.23,2156.0,9057.0,28669.0,9618.0,7076.0,4950.0,0.512372078815,0.23056361692400001,39282.0,37551.0,26363.0,549.0,190.0,7144.0,801.0,1371.0,1031.0,423.0,2592.0,373.0,553.0,69.0,22.0,10.0,11.0,26.0,3236.0,39213.0,14266.0,8132.0,12309.0,8154.0,2660.0,792.0,1846.0,669.0,10369.0,4578.0,8132.0,3657.0,632.0,242.0,1605.0,679.0,3897.0,3070.0,1265.0,0.20117955439100002,14785.0,14266.0,519.0,278.0,5.0,119.0,16.0,33.0,68.0,0.0351031450795,0.013000000000000001,0.053
37,37,Contra Costa,Brentwood,43,5.8,5.0,35.0,32.6,43,5.8,3.9,35.0,27.1,43,5.8,3.4,35.0,26.5,43,5.8,3.3,35.0,23.4,43,5.8,3.1,35.0,19.0,43,5.8,3.1,35.0,17.9,43,5.8,3.2,35.0,18.1,51481.0,24969.0,26512.0,35.6,34.3,36.7,3.1123438826200003,3.47,3607.0,16058.0,33369.0,10185.0,7915.0,5875.0,0.514986111381,0.311920902857,51481.0,47908.0,34969.0,3389.0,333.0,4051.0,441.0,492.0,2159.0,141.0,166.0,224.0,428.0,202.0,45.0,54.0,28.0,75.0,4964.0,51335.0,16494.0,10560.0,18807.0,14662.0,3305.0,1151.0,2169.0,935.0,13208.0,7488.0,10560.0,5828.0,825.0,488.0,1823.0,1172.0,3286.0,2616.0,1355.0,0.221688034188,17523.0,16494.0,1029.0,253.0,20.0,351.0,35.0,59.0,311.0,0.05872282143469999,0.027000000000000003,0.06
38,38,San Mateo,Brisbane,44,16.9,11.1,7.9,5.2,45,16.9,9.8,7.9,5.0,45,16.9,7.9,7.9,4.4,45,16.9,7.0,7.9,4.8,45,16.9,6.8,7.9,4.6,45,16.9,8.3,7.9,5.8,45,16.9,7.0,7.9,5.2,4282.0,2148.0,2134.0,41.7,41.9,41.5,2.3426688632599997,2.94,284.0,825.0,3376.0,1124.0,725.0,429.0,0.498365249883,0.192666978048,4282.0,3986.0,2578.0,80.0,21.0,1084.0,52.0,456.0,335.0,64.0,45.0,45.0,87.0,41.0,6.0,0.0,21.0,14.0,182.0,4266.0,1821.0,808.0,1017.0,746.0,234.0,56.0,386.0,187.0,1063.0,466.0,808.0,354.0,96.0,41.0,159.0,71.0,758.0,554.0,122.0,0.240343347639,1934.0,1821.0,113.0,38.0,2.0,16.0,2.0,15.0,40.0,0.0584281282316,0.013000000000000001,0.055
39,39,Santa Barbara,Buellton,46,7.7,7.2,18.6,15.0,46,7.7,7.1,18.6,14.3,47,7.7,6.0,18.6,12.2,42,7.7,4.9,18.6,11.3,43,7.7,5.3,18.6,10.8,42,7.7,5.2,18.6,10.0,42,7.7,4.2,18.6,7.7,4828.0,2359.0,2469.0,39.1,37.6,40.2,2.74162407723,3.23,320.0,1228.0,3419.0,1223.0,887.0,637.0,0.5113918806960001,0.25434962717500004,4828.0,4591.0,3912.0,37.0,76.0,137.0,9.0,33.0,15.0,15.0,26.0,14.0,25.0,5.0,1.0,4.0,0.0,0.0,424.0,4828.0,1761.0,1008.0,1532.0,1135.0,259.0,78.0,268.0,103.0,1257.0,616.0,1008.0,497.0,81.0,45.0,168.0,74.0,504.0,385.0,189.0,0.193181818182,1845.0,1761.0,84.0,25.0,3.0,31.0,4.0,8.0,13.0,0.0455284552846,0.025,0.044000000000000004
40,40,Orange,Buena Park,34,6.3,5.7,17.4,14.8,34,6.3,5.4,17.4,14.1,34,6.3,4.8,17.4,13.6,34,6.3,4.3,17.4,12.6,34,6.3,4.3,17.4,11.8,34,6.3,4.2,17.4,11.1,34,6.3,4.3,17.4,11.6,80530.0,39730.0,40800.0,35.1,33.5,36.5,3.365532382,3.67,5240.0,20361.0,56293.0,16826.0,12112.0,8551.0,0.5066434868990001,0.252837451881,80530.0,76398.0,36454.0,3073.0,862.0,21488.0,2054.0,1495.0,6767.0,636.0,7806.0,1317.0,1413.0,455.0,62.0,80.0,173.0,140.0,14066.0,79716.0,23686.0,13570.0,26970.0,16547.0,10403.0,3236.0,5087.0,1333.0,19105.0,8860.0,13570.0,6591.0,1746.0,664.0,3789.0,1605.0,4581.0,3398.0,1386.0,0.256094808126,24623.0,23686.0,937.0,543.0,38.0,154.0,32.0,40.0,130.0,0.0380538520895,0.011000000000000001,0.05
41,41,Los Angeles,Burbank,37,7.6,5.8,6.1,4.5,37,7.6,5.6,6.1,4.1,37,7.6,4.9,6.1,4.2,37,7.6,4.5,6.1,3.4,37,7.6,4.1,6.1,2.9,37,7.6,4.2,6.1,3.1,37,7.6,4.0,6.1,3.0,103340.0,49971.0,53369.0,38.9,37.8,40.0,2.45033381021,3.13,5134.0,20488.0,79136.0,25151.0,18912.0,13794.0,0.5164408747820001,0.19825817689199998,103340.0,98348.0,75167.0,2600.0,486.0,12007.0,1502.0,1090.0,4835.0,716.0,2140.0,673.0,1051.0,89.0,28.0,13.0,14.0,34.0,7999.0,102767.0,41940.0,18388.0,28492.0,18611.0,7274.0,1626.0,6673.0,2573.0,25422.0,11386.0,18388.0,8375.0,2050.0,826.0,4984.0,2185.0,16518.0,12823.0,4179.0,0.264447567188,44309.0,41940.0,2369.0,1327.0,91.0,300.0,100.0,172.0,379.0,0.053465435916,0.016,0.053
42,42,Los Angeles,Burbank,37,7.6,5.8,6.1,4.5,37,7.6,5.6,6.1,4.1,37,7.6,4.9,6.1,4.2,37,7.6,4.5,6.1,3.4,37,7.6,4.1,6.1,2.9,37,7.6,4.2,6.1,3.1,37,7.6,4.0,6.1,3.0,4926.0,2474.0,2452.0,34.5,34.7,34.3,2.62440063932,3.32,394.0,1125.0,3626.0,822.0,520.0,306.0,0.49776695087300005,0.228380024361,4926.0,4637.0,2994.0,135.0,64.0,379.0,25.0,87.0,128.0,21.0,11.0,90.0,17.0,16.0,6.0,2.0,6.0,2.0,1049.0,4926.0,1877.0,688.0,1393.0,966.0,444.0,126.0,524.0,215.0,1090.0,561.0,688.0,363.0,135.0,58.0,267.0,140.0,787.0,562.0,92.0,0.35294117647100004,1982.0,1877.0,105.0,36.0,6.0,17.0,7.0,4.0,35.0,0.0529767911201,0.02,0.033
43,43,San Mateo,Burlingame,43,8.3,7.3,6.6,5.8,43,8.3,6.8,6.6,5.3,43,8.3,6.0,6.6,4.9,43,8.3,6.1,6.6,5.4,43,8.3,6.2,6.6,5.6,43,8.3,6.4,6.6,5.5,43,8.3,5.5,6.6,4.4,28806.0,13680.0,15126.0,40.5,39.8,41.2,2.29407005906,3.02,1877.0,6256.0,21980.0,7491.0,5586.0,4046.0,0.525098937721,0.21717697701900002,28806.0,27375.0,19510.0,360.0,74.0,5841.0,486.0,2879.0,1167.0,471.0,375.0,91.0,372.0,139.0,29.0,7.0,17.0,86.0,1451.0,28357.0,12361.0,5735.0,7661.0,5997.0,1139.0,208.0,1461.0,728.0,7183.0,3490.0,5735.0,2813.0,409.0,182.0,1039.0,495.0,5178.0,4276.0,1201.0,0.193982808023,13027.0,12361.0,666.0,306.0,20.0,77.0,33.0,93.0,137.0,0.051124587395400004,0.013000000000000001,0.045
44,45,Los Angeles,Calabasas,34,17.2,16.1,29.0,25.2,35,17.2,14.9,29.0,23.8,35,17.2,10.8,29.0,18.8,35,17.2,10.1,29.0,19.3,35,17.2,10.3,29.0,17.8,35,17.2,10.5,29.0,18.0,36,17.2,10.0,29.0,16.5,23058.0,11147.0,11911.0,41.6,40.8,42.2,2.69799836123,3.11,1131.0,5841.0,16470.0,6146.0,4277.0,2903.0,0.516566918206,0.253317720531,23058.0,22133.0,19341.0,375.0,48.0,1993.0,457.0,524.0,203.0,160.0,411.0,74.0,164.0,8.0,5.0,1.0,1.0,1.0,368.0,23049.0,8543.0,5124.0,7548.0,5663.0,805.0,144.0,1029.0,341.0,6381.0,3215.0,5124.0,2543.0,315.0,154.0,942.0,518.0,2162.0,1624.0,525.0,0.209020217729,8878.0,8543.0,335.0,124.0,1.0,75.0,21.0,56.0,58.0,0.037733723811699996,0.012,0.052000000000000005
45,47,Kern,California City,39,3.7,4.5,49.6,35.3,35,3.7,3.1,49.6,27.7,38,3.7,3.6,49.6,35.8,39,3.7,3.3,49.6,42.1,39,3.7,3.7,49.6,36.8,39,3.7,2.9,49.6,28.0,39,3.7,2.7,49.6,26.1,14120.0,8334.0,5786.0,34.8,35.2,33.6,2.8049731838099996,3.3,986.0,3449.0,10125.0,2612.0,1780.0,1190.0,0.409773371105,0.244263456091,14120.0,13327.0,9188.0,2150.0,132.0,367.0,3.0,29.0,183.0,15.0,39.0,13.0,85.0,59.0,21.0,17.0,4.0,17.0,1431.0,11506.0,4102.0,1980.0,3832.0,2969.0,840.0,395.0,752.0,357.0,2897.0,1416.0,1980.0,841.0,287.0,163.0,630.0,412.0,1205.0,949.0,312.0,0.40607344632799997,5210.0,4102.0,1108.0,476.0,13.0,229.0,59.0,87.0,244.0,0.212667946257,0.083,0.225
46,48,Riverside,Calimesa,36,4.8,4.6,17.3,22.9,36,4.8,4.2,17.3,23.0,36,4.8,3.7,17.3,21.8,36,4.8,3.7,17.3,22.2,36,4.8,3.8,17.3,24.7,36,4.8,3.7,17.3,23.4,36,4.8,3.7,17.3,20.6,7879.0,3784.0,4095.0,48.8,46.7,50.7,2.3621001810499997,2.94,361.0,1414.0,6207.0,3159.0,2590.0,2040.0,0.5197360071079999,0.17946439903499997,7879.0,7639.0,6777.0,88.0,99.0,100.0,11.0,10.0,18.0,14.0,22.0,4.0,21.0,10.0,1.0,1.0,6.0,2.0,565.0,7828.0,3314.0,1609.0,1936.0,1189.0,531.0,185.0,438.0,184.0,2100.0,650.0,1609.0,472.0,157.0,61.0,334.0,117.0,1214.0,1024.0,609.0,0.273846153846,3687.0,3314.0,373.0,74.0,3.0,168.0,12.0,26.0,90.0,0.101166259832,0.059000000000000004,0.10300000000000001
47,49,Ventura,Camarillo,41,7.7,4.6,14.1,8.7,41,7.7,4.2,14.1,7.9,41,7.7,3.9,14.1,7.7,47,7.7,3.7,14.1,8.0,47,7.7,3.6,14.1,7.6,47,7.7,4.0,14.1,8.3,48,7.7,4.2,14.1,8.7,65201.0,31535.0,33666.0,40.8,39.1,42.6,2.64058929154,3.14,3690.0,15115.0,47783.0,19191.0,14931.0,11202.0,0.5163417738989999,0.231821597828,65201.0,62083.0,48947.0,1216.0,397.0,6633.0,795.0,1070.0,2437.0,777.0,614.0,451.0,489.0,116.0,23.0,48.0,24.0,21.0,4774.0,64705.0,24504.0,13565.0,19145.0,13647.0,3815.0,1189.0,3676.0,1257.0,17029.0,7420.0,13565.0,5736.0,1078.0,523.0,2386.0,1161.0,7475.0,5986.0,3231.0,0.226954177898,25702.0,24504.0,1198.0,406.0,29.0,249.0,41.0,117.0,356.0,0.046611158664699996,0.013999999999999999,0.052000000000000005
48,50,Santa Clara,Campbell,40,5.2,4.7,8.3,7.6,40,5.2,4.4,8.3,7.5,40,5.2,3.8,8.3,7.0,40,5.2,3.9,8.3,8.1,39,5.2,3.8,8.3,7.3,40,5.2,4.0,8.3,7.1,41,5.2,4.1,8.3,7.0,39349.0,19298.0,20051.0,38.3,37.3,39.3,2.4220751098199997,3.05,2584.0,8271.0,29926.0,8762.0,6203.0,4394.0,0.509568222827,0.210195938906,39349.0,36942.0,26315.0,1158.0,275.0,6320.0,957.0,1819.0,735.0,698.0,734.0,913.0,464.0,161.0,33.0,27.0,30.0,71.0,2713.0,39148.0,16163.0,7133.0,10371.0,7579.0,2393.0,564.0,3088.0,1230.0,9686.0,4528.0,7133.0,3375.0,812.0,360.0,1741.0,793.0,6477.0,4805.0,1328.0,0.25463780918699996,16950.0,16163.0,787.0,392.0,29.0,147.0,30.0,68.0,121.0,0.046430678466099995,0.018000000000000002,0.046
49,51,Riverside,Canyon Lake,32,4.8,4.1,43.0,37.7,32,4.8,3.5,43.0,31.0,32,4.8,3.2,43.0,34.1,32,4.8,3.6,43.0,42.1,32,4.8,3.4,43.0,39.8,32,4.8,3.1,43.0,34.5,32,4.8,3.3,43.0,32.9,10561.0,5266.0,5295.0,44,43.4,44.7,2.68157560356,2.99,517.0,2287.0,7849.0,3294.0,2461.0,1803.0,0.501372976044,0.21655146293000002,10561.0,10226.0,9495.0,128.0,61.0,190.0,12.0,46.0,54.0,25.0,15.0,14.0,24.0,36.0,10.0,4.0,6.0,16.0,316.0,10552.0,3935.0,2510.0,3031.0,2041.0,535.0,206.0,541.0,241.0,3053.0,1153.0,2510.0,904.0,202.0,105.0,341.0,144.0,882.0,658.0,311.0,0.21595836947099997,4532.0,3935.0,597.0,45.0,6.0,99.0,36.0,320.0,91.0,0.13172992056500002,0.028999999999999998,0.061
50,52,Santa Cruz,Capitola,35,6.3,4.6,8.1,5.9,35,6.3,4.3,8.1,5.6,35,6.3,4.2,8.1,6.0,35,6.3,4.5,8.1,6.6,35,6.3,4.3,8.1,6.1,36,6.3,4.3,8.1,6.0,35,6.3,4.3,8.1,5.7,9918.0,4721.0,5197.0,41.9,39.1,44.7,2.11197578902,2.78,501.0,1643.0,7872.0,3084.0,2236.0,1539.0,0.523996773543,0.165658398871,9918.0,9448.0,7963.0,123.0,59.0,424.0,52.0,64.0,141.0,44.0,33.0,29.0,61.0,10.0,4.0,3.0,1.0,2.0,869.0,9770.0,4626.0,1515.0,2158.0,1512.0,390.0,96.0,1081.0,394.0,2286.0,946.0,1515.0,577.0,232.0,110.0,539.0,259.0,2340.0,1735.0,608.0,0.39006342494699997,5534.0,4626.0,908.0,125.0,13.0,50.0,11.0,589.0,120.0,0.164076617275,0.023,0.048
51,53,San Diego,Carlsbad,43,8.4,7.0,13.1,10.8,43,8.4,6.5,13.1,10.2,44,8.4,5.8,13.1,9.7,44,8.4,5.6,13.1,10.0,44,8.4,5.7,13.1,9.6,44,8.4,5.7,13.1,9.5,42,8.4,6.5,13.1,10.9,105328.0,51485.0,53843.0,40.4,39.3,41.5,2.52540815093,3.03,6308.0,25366.0,77145.0,27984.0,20843.0,14798.0,0.511193604739,0.240828649552,105328.0,100945.0,87205.0,1379.0,514.0,7460.0,1195.0,2011.0,1225.0,852.0,926.0,675.0,576.0,198.0,56.0,45.0,51.0,46.0,4189.0,104413.0,41345.0,22657.0,30273.0,23914.0,3876.0,995.0,6262.0,2333.0,27968.0,13446.0,22657.0,10538.0,1519.0,784.0,3792.0,2124.0,13377.0,9890.0,3800.0,0.216272497397,44673.0,41345.0,3328.0,712.0,65.0,372.0,136.0,1758.0,285.0,0.0744968996933,0.013999999999999999,0.046
52,54,Monterey,Carmel-by-the-Sea,45,15.9,11.6,23.2,16.6,46,15.9,10.6,23.2,21.1,46,15.9,8.0,23.2,18.0,46,15.9,8.6,23.2,13.2,46,15.9,7.5,23.2,11.3,46,15.9,7.5,23.2,11.7,46,15.9,7.6,23.2,12.1,3722.0,1626.0,2096.0,59.2,59.0,59.3,1.77661097852,2.39,84.0,381.0,3282.0,2155.0,1789.0,1328.0,0.5631380977970001,0.102364320258,3722.0,3645.0,3464.0,11.0,8.0,111.0,10.0,22.0,16.0,49.0,9.0,0.0,5.0,6.0,4.0,0.0,1.0,1.0,45.0,3722.0,2095.0,831.0,508.0,343.0,82.0,25.0,206.0,101.0,1019.0,230.0,831.0,156.0,50.0,13.0,138.0,61.0,1076.0,934.0,471.0,0.32173913043499996,3417.0,2095.0,1322.0,89.0,11.0,67.0,12.0,1063.0,80.0,0.386889083992,0.053,0.08800000000000001
53,55,Santa Barbara,Carpinteria,39,8.7,5.4,21.6,11.9,40,8.7,5.5,21.6,12.3,40,8.7,5.0,21.6,11.5,41,8.7,5.3,21.6,13.3,41,8.7,4.4,21.6,10.7,43,8.7,4.6,21.6,10.7,45,8.7,4.3,21.6,9.7,13040.0,6429.0,6611.0,39.5,37.2,41.7,2.73607900819,3.23,761.0,2791.0,9692.0,3593.0,2625.0,1799.0,0.506978527607,0.214033742331,13040.0,12511.0,9348.0,109.0,144.0,296.0,37.0,35.0,47.0,82.0,30.0,25.0,40.0,15.0,9.0,1.0,1.0,4.0,2599.0,13021.0,4759.0,2305.0,3574.0,2354.0,1128.0,340.0,1255.0,321.0,3141.0,1335.0,2305.0,966.0,239.0,112.0,597.0,257.0,1618.0,1203.0,525.0,0.276404494382,5429.0,4759.0,670.0,169.0,4.0,44.0,9.0,381.0,63.0,0.12341130963300001,0.018000000000000002,0.065
